Time,X(CH2),
Second,Volt,
-5.0000238e-01,7.20000e-01,
-4.9000239e-01,5.20000e-01,
-4.8000240e-01,5.20000e-01,
-4.7000241e-01,7.20000e-01,
-4.6000242e-01,7.20000e-01,
-4.5000243e-01,5.20000e-01,
-4.4000244e-01,7.20000e-01,
-4.3000245e-01,5.20000e-01,
-4.2000246e-01,7.20000e-01,
-4.1000247e-01,5.20000e-01,
-4.0000248e-01,7.20000e-01,
-3.9000249e-01,5.60000e-01,
-3.8000250e-01,7.60000e-01,
-3.7000251e-01,5.60000e-01,
-3.6000252e-01,7.60000e-01,
-3.5000253e-01,5.60000e-01,
-3.4000254e-01,7.20000e-01,
-3.3000255e-01,5.20000e-01,
-3.2000256e-01,7.20000e-01,
-3.1000257e-01,5.20000e-01,
-3.0000257e-01,7.20000e-01,
-2.9000258e-01,5.20000e-01,
-2.8000259e-01,7.20000e-01,
-2.7000260e-01,5.20000e-01,
-2.6000261e-01,7.20000e-01,
-2.5000262e-01,5.20000e-01,
-2.4000262e-01,7.20000e-01,
-2.3000261e-01,5.20000e-01,
-2.2000261e-01,7.20000e-01,
-2.1000260e-01,5.20000e-01,
-2.0000260e-01,7.20000e-01,
-1.9000259e-01,5.20000e-01,
-1.8000259e-01,6.80000e-01,
-1.7000258e-01,4.80000e-01,
-1.6000257e-01,5.60000e-01,
-1.5000257e-01,2.80000e-01,
-1.4000256e-01,2.40000e-01,
-1.3000256e-01,5.60000e-01,
-1.2000256e-01,4.80000e-01,
-1.1000256e-01,7.20000e-01,
-1.0000256e-01,7.20000e-01,
-9.0002567e-02,5.60000e-01,
-8.0002569e-02,7.20000e-01,
-7.0002571e-02,5.60000e-01,
-6.0002573e-02,7.20000e-01,
-5.0002575e-02,5.60000e-01,
-4.0002577e-02,7.20000e-01,
-3.0002577e-02,5.60000e-01,
-2.0002577e-02,7.20000e-01,
-1.0002578e-02,5.20000e-01,
-2.5779009e-06,7.20000e-01,
9.9974219e-03,5.60000e-01,
1.9997422e-02,7.20000e-01,
2.9997421e-02,5.20000e-01,
3.9997421e-02,7.20000e-01,
4.9997419e-02,5.20000e-01,
5.9997417e-02,7.20000e-01,
6.9997415e-02,5.60000e-01,
7.9997413e-02,5.60000e-01,
8.9997411e-02,7.60000e-01,
9.9997409e-02,7.20000e-01,
1.0999741e-01,5.20000e-01,
1.1999740e-01,7.20000e-01,
1.2999740e-01,5.20000e-01,
1.3999741e-01,7.20000e-01,
1.4999741e-01,5.60000e-01,
1.5999742e-01,7.20000e-01,
1.6999742e-01,5.20000e-01,
1.7999743e-01,7.20000e-01,
1.8999743e-01,5.20000e-01,
1.9999744e-01,7.20000e-01,
2.0999745e-01,5.20000e-01,
2.1999745e-01,7.20000e-01,
2.2999746e-01,5.20000e-01,
2.3999746e-01,7.20000e-01,
2.4999747e-01,5.60000e-01,
2.5999746e-01,7.20000e-01,
2.6999745e-01,5.20000e-01,
2.7999744e-01,7.20000e-01,
2.8999743e-01,5.60000e-01,
2.9999742e-01,7.20000e-01,
3.0999741e-01,5.20000e-01,
3.1999740e-01,7.20000e-01,
3.2999739e-01,5.20000e-01,
3.3999738e-01,7.20000e-01,
3.4999737e-01,5.60000e-01,
3.5999736e-01,7.20000e-01,
3.6999735e-01,4.00000e-01,
3.7999734e-01,4.40000e-01,
3.8999733e-01,1.60000e-01,
3.9999732e-01,2.40000e-01,
4.0999731e-01,4.00000e-01,
4.1999730e-01,3.60000e-01,
4.2999730e-01,5.20000e-01,
4.3999729e-01,4.80000e-01,
4.4999728e-01,6.00000e-01,
4.5999727e-01,5.20000e-01,
4.6999726e-01,6.80000e-01,
4.7999725e-01,5.20000e-01,
4.8999724e-01,7.20000e-01,
4.9999723e-01,7.20000e-01,
5.0999725e-01,5.20000e-01,
5.1999724e-01,7.20000e-01,
5.2999723e-01,5.20000e-01,
5.3999722e-01,7.20000e-01,
5.4999721e-01,5.20000e-01,
5.5999720e-01,7.20000e-01,
5.6999719e-01,5.20000e-01,
5.7999718e-01,7.20000e-01,
5.8999717e-01,5.20000e-01,
5.9999716e-01,7.20000e-01,
6.0999715e-01,5.20000e-01,
6.1999714e-01,7.20000e-01,
6.2999713e-01,5.20000e-01,
6.3999712e-01,7.20000e-01,
6.4999712e-01,5.20000e-01,
6.5999711e-01,7.20000e-01,
6.6999710e-01,5.20000e-01,
6.7999709e-01,7.20000e-01,
6.8999708e-01,5.20000e-01,
6.9999707e-01,7.20000e-01,
7.0999706e-01,5.60000e-01,
7.1999705e-01,7.20000e-01,
7.2999704e-01,5.20000e-01,
7.3999703e-01,7.20000e-01,
7.4999702e-01,5.20000e-01,
7.5999701e-01,7.20000e-01,
7.6999700e-01,5.20000e-01,
7.7999699e-01,7.20000e-01,
7.8999698e-01,5.20000e-01,
7.9999697e-01,7.20000e-01,
8.0999696e-01,5.20000e-01,
8.1999695e-01,5.20000e-01,
8.2999694e-01,7.20000e-01,
8.3999693e-01,7.20000e-01,
8.4999692e-01,5.20000e-01,
8.5999691e-01,7.20000e-01,
8.6999691e-01,5.20000e-01,
8.7999690e-01,6.80000e-01,
8.8999689e-01,4.80000e-01,
8.9999688e-01,6.00000e-01,
9.0999687e-01,3.20000e-01,
9.1999686e-01,2.40000e-01,
9.2999685e-01,4.00000e-01,
9.3999684e-01,4.00000e-01,
9.4999683e-01,6.80000e-01,
9.5999682e-01,7.20000e-01,
9.6999681e-01,5.20000e-01,
9.7999680e-01,7.20000e-01,
9.8999679e-01,5.60000e-01,
9.9999678e-01,7.20000e-01,
1.0099968e+00,5.20000e-01,
1.0199968e+00,7.20000e-01,
1.0299968e+00,5.20000e-01,
1.0399967e+00,7.20000e-01,
1.0499967e+00,5.20000e-01,
1.0599967e+00,7.20000e-01,
1.0699967e+00,5.20000e-01,
1.0799967e+00,7.20000e-01,
1.0899967e+00,5.20000e-01,
1.0999967e+00,7.20000e-01,
1.1099967e+00,5.20000e-01,
1.1199967e+00,7.20000e-01,
1.1299967e+00,5.20000e-01,
1.1399966e+00,7.20000e-01,
1.1499966e+00,5.20000e-01,
1.1599966e+00,7.20000e-01,
1.1699966e+00,5.20000e-01,
1.1799966e+00,7.20000e-01,
1.1899966e+00,5.20000e-01,
1.1999966e+00,7.20000e-01,
1.2099966e+00,5.20000e-01,
1.2199966e+00,7.20000e-01,
1.2299966e+00,5.60000e-01,
1.2399966e+00,7.20000e-01,
1.2499965e+00,5.20000e-01,
1.2599965e+00,7.20000e-01,
1.2699965e+00,5.20000e-01,
1.2799965e+00,7.20000e-01,
1.2899965e+00,5.60000e-01,
1.2999965e+00,7.20000e-01,
1.3099965e+00,5.20000e-01,
1.3199965e+00,7.20000e-01,
1.3299965e+00,5.20000e-01,
1.3399965e+00,7.20000e-01,
1.3499964e+00,5.20000e-01,
1.3599964e+00,7.20000e-01,
1.3699964e+00,5.60000e-01,
1.3799964e+00,7.20000e-01,
1.3899964e+00,5.20000e-01,
1.3999964e+00,7.20000e-01,
1.4099964e+00,5.60000e-01,
1.4199964e+00,7.20000e-01,
1.4299964e+00,4.80000e-01,
1.4399964e+00,5.20000e-01,
1.4499964e+00,1.60000e-01,
1.4599963e+00,1.60000e-01,
1.4699963e+00,3.20000e-01,
1.4799963e+00,3.20000e-01,
1.4899963e+00,5.20000e-01,
1.4999963e+00,4.40000e-01,
1.5099963e+00,6.00000e-01,
1.5199963e+00,4.80000e-01,
1.5299963e+00,6.80000e-01,
1.5399963e+00,5.20000e-01,
1.5499963e+00,7.20000e-01,
1.5599962e+00,7.20000e-01,
1.5699962e+00,5.20000e-01,
1.5799962e+00,7.20000e-01,
1.5899962e+00,5.20000e-01,
1.5999962e+00,7.20000e-01,
1.6099962e+00,5.20000e-01,
1.6199962e+00,7.20000e-01,
1.6299962e+00,5.20000e-01,
1.6399962e+00,7.20000e-01,
1.6499962e+00,5.20000e-01,
1.6599962e+00,5.20000e-01,
1.6699961e+00,7.20000e-01,
1.6799961e+00,7.20000e-01,
1.6899961e+00,5.20000e-01,
1.6999961e+00,7.20000e-01,
1.7099961e+00,5.20000e-01,
1.7199961e+00,7.20000e-01,
1.7299961e+00,5.20000e-01,
1.7399961e+00,7.20000e-01,
1.7499961e+00,5.20000e-01,
1.7599961e+00,5.20000e-01,
1.7699960e+00,7.20000e-01,
1.7799960e+00,7.20000e-01,
1.7899960e+00,5.20000e-01,
1.7999960e+00,7.20000e-01,
1.8099960e+00,5.20000e-01,
1.8199960e+00,7.20000e-01,
1.8299960e+00,5.20000e-01,
1.8399960e+00,5.20000e-01,
1.8499960e+00,7.20000e-01,
1.8599960e+00,5.20000e-01,
1.8699960e+00,7.20000e-01,
1.8799959e+00,7.20000e-01,
1.8899959e+00,5.20000e-01,
1.8999959e+00,7.20000e-01,
1.9099959e+00,5.20000e-01,
1.9199959e+00,7.20000e-01,
1.9299959e+00,5.20000e-01,
1.9399959e+00,6.80000e-01,
1.9499959e+00,4.80000e-01,
1.9599959e+00,6.40000e-01,
1.9699959e+00,4.00000e-01,
1.9799958e+00,4.00000e-01,
1.9899958e+00,2.40000e-01,
1.9999958e+00,2.80000e-01,
2.0099959e+00,6.40000e-01,
2.0199959e+00,5.20000e-01,
2.0299959e+00,7.20000e-01,
2.0399959e+00,7.20000e-01,
2.0499959e+00,5.20000e-01,
2.0599959e+00,7.20000e-01,
2.0699959e+00,5.20000e-01,
2.0799959e+00,7.20000e-01,
2.0899959e+00,5.20000e-01,
2.0999959e+00,7.20000e-01,
2.1099958e+00,5.20000e-01,
2.1199958e+00,7.20000e-01,
2.1299958e+00,5.20000e-01,
2.1399958e+00,7.20000e-01,
2.1499958e+00,5.20000e-01,
2.1599958e+00,5.20000e-01,
2.1699958e+00,7.20000e-01,
2.1799958e+00,7.20000e-01,
2.1899958e+00,5.20000e-01,
2.1999958e+00,7.20000e-01,
2.2099957e+00,5.20000e-01,
2.2199957e+00,7.20000e-01,
2.2299957e+00,5.20000e-01,
2.2399957e+00,7.20000e-01,
2.2499957e+00,5.20000e-01,
2.2599957e+00,7.20000e-01,
2.2699957e+00,5.20000e-01,
2.2799957e+00,7.20000e-01,
2.2899957e+00,5.20000e-01,
2.2999957e+00,7.20000e-01,
2.3099957e+00,5.20000e-01,
2.3199956e+00,5.20000e-01,
2.3299956e+00,7.20000e-01,
2.3399956e+00,7.20000e-01,
2.3499956e+00,5.20000e-01,
2.3599956e+00,5.20000e-01,
2.3699956e+00,7.20000e-01,
2.3799956e+00,7.20000e-01,
2.3899956e+00,5.20000e-01,
2.3999956e+00,7.20000e-01,
2.4099956e+00,5.20000e-01,
2.4199955e+00,5.20000e-01,
2.4299955e+00,7.20000e-01,
2.4399955e+00,5.20000e-01,
2.4499955e+00,7.20000e-01,
2.4599955e+00,5.60000e-01,
2.4699955e+00,7.20000e-01,
2.4799955e+00,7.60000e-01,
2.4899955e+00,5.20000e-01,
2.4999955e+00,5.60000e-01,
2.5099955e+00,2.40000e-01,
2.5199955e+00,1.60000e-01,
2.5299954e+00,3.20000e-01,
2.5399954e+00,2.80000e-01,
2.5499954e+00,4.80000e-01,
2.5599954e+00,4.00000e-01,
2.5699954e+00,6.00000e-01,
2.5799954e+00,4.80000e-01,
2.5899954e+00,6.80000e-01,
2.5999954e+00,5.20000e-01,
2.6099954e+00,7.20000e-01,
2.6199954e+00,7.20000e-01,
2.6299953e+00,5.20000e-01,
2.6399953e+00,7.20000e-01,
2.6499953e+00,5.20000e-01,
2.6599953e+00,5.20000e-01,
2.6699953e+00,7.20000e-01,
2.6799953e+00,7.20000e-01,
2.6899953e+00,5.20000e-01,
2.6999953e+00,5.20000e-01,
2.7099953e+00,7.20000e-01,
2.7199953e+00,7.20000e-01,
2.7299953e+00,5.20000e-01,
2.7399952e+00,5.20000e-01,
2.7499952e+00,7.20000e-01,
2.7599952e+00,7.20000e-01,
2.7699952e+00,5.20000e-01,
2.7799952e+00,5.20000e-01,
2.7899952e+00,7.20000e-01,
2.7999952e+00,5.20000e-01,
2.8099952e+00,7.20000e-01,
2.8199952e+00,5.20000e-01,
2.8299952e+00,7.20000e-01,
2.8399951e+00,5.20000e-01,
2.8499951e+00,7.20000e-01,
2.8599951e+00,5.20000e-01,
2.8699951e+00,7.20000e-01,
2.8799951e+00,5.20000e-01,
2.8899951e+00,7.20000e-01,
2.8999951e+00,5.60000e-01,
2.9099951e+00,7.20000e-01,
2.9199951e+00,5.20000e-01,
2.9299951e+00,7.20000e-01,
2.9399951e+00,5.20000e-01,
2.9499950e+00,7.20000e-01,
2.9599950e+00,5.20000e-01,
2.9699950e+00,7.20000e-01,
2.9799950e+00,5.20000e-01,
2.9899950e+00,7.20000e-01,
